Id,Injured,Dead,Keywords,Causes,Consequences
4741,27,0,,,
4742,0,0,"design or procedure error, heating, fire - consequence",,
4743,7,3,heating,,
4744,0,0,"gas / vapour release, high temperature",,
4745,30+,0,"warehousing, fire - consequence, storage, people, hot surface, design or procedure error",,
4746,82,0,"gas / vapour release, contamination, processing, people",,
4747,0,0,"fire - consequence , refining, fluid cracker",,
4748,0,0,human causes,,
4749,0,4,"fire - consequence, refining, fatality, burns",,
4750,0,0,"fire - consequence, cracking",,
4751,0,0,fire - consequence,,
4752,0,0,"refrigeration unit, vapour cloud explosion, gas / vapour release, normal operations, leak",,
4753,0,0,"damage to equipment, commissioning",,
4754,0,0,refining,,
4755,0,0,"fire - consequence, tube failure",,
4756,0,0,"mechanical equipment failure, pollution",,
4757,0,0,fire - consequence,,
4758,0,0,"fire - consequence, incorrect equipment installed, damage to equipment",,
4759,0,0,"fire - consequence, damage to equipment, heating, gas / vapour release",,
4760,0,0,,,
4761,0,0,fire - consequence,,
4762,0,0,,,
4763,40,3,cryogenic equipment,,
4764,0,0,cryogenic equipment,,
4765,0,0,"drums, spill",,
4766,500,145,"boilover, storage tanks, fatality, unloading, fire - consequence, injury",,
4767,0,0,"mechanical equipment failure, processing, heat exchanger, rupture, design or procedure error, steam",,
4768,2,0,"warehousing, gas / vapour release, poisoning",,
4769,1,0,,,
4770,1,0,"petroleum ether, flask, heater, stirrer, electric shock, fire - consequence, spill, electrical equipment failure, injury",,
4771,0,0,fire - consequence,,
4772,0,2,"filtration, fatality, unwanted chemical reaction, sodium hydroxide, hydrogen sulphide, incinerator, toxic fumes",,
4773,0,0,"conveyor, vent, explosion, flammable atmosphere, air cooler",,
4774,0,0,"fire - consequence, leak, design or procedure error, purging",,
4775,0,0,smelting furnace,,
4776,0,0,"joint failure, reactors and reaction equipment, valve failure, fire - consequence, refining, commissioning",,
4777,0,0,,,
4778,0,1,incorrect flow rate,,
4779,8,1,,,
4780,0,0,"fire - consequence, flow rate too low, refining",,
4781,0,0,"fire - consequence, excessive vibration",,
4782,0,0,transportation,,
4783,0,0,"processing, gas / vapour release, human causes",,
4784,0,0,"instrumentation failure, refining, plant shutdown",,
4785,0,0,fire - consequence,,
4786,0,0,"high temperature, heating",,
4787,0,0,explosion,,
4788,0,0,"gas / vapour release, plant shutdown",,
4789,0,0,fire - consequence,,
4790,7,2,,,
4791,0,0,"laboratory work, damage to equipment",,
4792,2,2,"fire - consequence, leak",,
4793,0,0,fire - consequence,,
4794,20,5,"fire - consequence, refining, fatality",,
4795,0,0," heating, furnace, furnace tube, heater, tube failure, fire - consequence, asphalt, propane",,
4796,0,0,"mechanical equipment failure, weld failure, spill, gas / vapour release",,
4797,0,0,"damage to equipment, processing",,
4798,1,0,operator error,,
4799,0,0,"formaldehyde, spray drier/unit, explosion, fire - consequence, gas / vapour release, vapour cloud explosion, loading, spark",,
4800,0,0,"fire - consequence, explosion",,
4801,0,0,"damage to equipment, fire - consequence, processing",,
4802,0,0,"electrical, preparation for maintenance",,
4803,0,0,"repair, fire - consequence, maintenance procedure error, arcing",,
4804,0,0,"fire - consequence, processing",,
4805,0,0,"processing, heating",,
4806,0,0,fire - consequence,,
4807,3,2,fire - consequence,,
4808,0,0,"refining, commissioning, heater, unwanted chemical reaction, explosion, bitumen",,
4809,0,0,human causes,,
4810,0,1,"hydrocarbons, heating, continuous reaction, furnace tube, rupture, fire - consequence, fatality, tube failure, creep, design inadequate",,
4811,11,2,"processing, heat exchanger, heater, leak, tube failure, fatality, injury",,
4812,0,0,fire - consequence,,
4813,0,0,"fire - consequence, damage to equipment, heating",,
4814,0,0,"fire - consequence, damage to equipment, operation inadequate",,
4815,0,0,"fire - consequence, damage to equipment",,
4816,0,0,fire - consequence,,
4817,7,0,heat transfer,,
4818,0,0,"cracking, catalytic cracker, heater, isolation inadequate, fire - consequence, explosion, damage to equipment",,
4819,2,0,"testing, fin fan cooler, operator error, overpressurisation, injury",,
4820,0,0,"damage to equipment, fire - consequence, operator error",,
4821,0,0,"incorrect temperature, tube failure",,
4822,5,0,fire - consequence,,
4823,0,0,"fire - consequence, high temperature",,
4824,0,0,weather effects,,
4825,1,0,"operational activities, cooler, heat exchanger, flange, mechanical equipment failure, injury",,
4826,0,0,"fire - consequence, processing",,
4827,0,0,"processing, heater, furnace, overheating, tube failure, additional incorrect operation, gas / vapour release, fire - consequence",,
4828,0,0,"overpressurisation, gas / vapour release, fire - consequence, damage to equipment, ethylene",,
4829,0,1,"valve failure, refrigeration unit, fatality",,
4830,0,0,"distillation, vacuum distillation column, line, pump, fin fan cooler, corrosion, leak, fire - consequence",,
4831,2,0,"design or procedure error, people, injury",,
4832,0,0,"fire - consequence, smelting furnace",,
4833,1,0,"operation inadequate, injury",,
4834,0,0,"fire - consequence, refining, instrumentation failure, cracking, temperature meter/control",,
4835,2,0,"fire - consequence, injury",,
4836,0,0,"fire - consequence, processing",,
4837,0,0,maintenance,,
4838,0,0,"fire - consequence, damage to equipment",,
4839,0,0,"coupling failure, weld failure, human causes",,
4840,2,0,"gas / vapour release, plant shutdown",,
4841,0,0,hot work,,
4842,1,0,"fire - consequence, injury",,
4843,3,1,"overpressurisation, maintenance, injury",,
4844,0,0,"processing, instrumentation failure, damage to equipment, heat exchanger",,
4845,0,0,"fire - consequence, human causes, laboratory work, breathing apparatus",,
4846,0,0,damage to equipment,,
4847,0,0,"incinerator, fire - consequence, drums, unwanted chemical reaction, unknown chemicals",,
4848,0,0,"processing, fire - consequence, damage to equipment, cooling equipment",,
4849,0,0,,,
4850,0,0,"overpressurisation, fire - consequence, refining, damage to equipment",,
4851,0,0,"start-up, furnace tube, rupture, fire - consequence, damage to equipment, creep, faulty instructions, design inadequate",,
4852,0,0,"heating, reactors and reaction equipment, rupture, fire - consequence, damage to equipment, tube failure, no flow, design inadequate",,
4853,0,0,"fire - consequence, gas / vapour release, damage to equipment, mechanical equipment failure, weld failure",,
4854,0,0,"furnace tube, rupture, fire - consequence, damage to equipment, creep, flow rate too low, faulty instructions, design inadequate, reactors and reaction equipment",,
4855,0,0,"Hydrocarbon, modification, strainer, rupture, fire - consequence, damage to equipment, design inadequate, inspection inadequate, oil - hot",,
4856,2,0,"refrigeration unit, fire - consequence, methylated spirits, damage to equipment",,
4857,0,0,"collapse, processing, mechanical equipment failure, damage to equipment",,
4858,0,0,"fire - consequence, hot surface",,
4859,0,0,"leak, damage to equipment, fire - consequence",,
4860,0,0,"mechanical equipment failure, damage to equipment",,
4861,0,0,"unwanted chemical reaction, damage to equipment",,
4862,0,0,"fire - consequence, processing, valve failure, pump failure",,
4863,0,0,"processing, damage to equipment",,
4864,0,0,"valve failure, mechanical spark, overpressurisation, fire - consequence",,
4865,0,0,"explosion, unwanted chemical reaction, incinerator",,
4866,9,4,fire - consequence,,
4867,0,0,,,
4868,0,0,"strainer, furnace tube, creep, rupture, fire - consequence, damage to equipment, design inadequate, operator error, naphtha",,
4869,0,0,"processing, high pressure, continuous reaction",,
4870,0,0,processing,,
4871,0,0,"fire - consequence, material of construction failure",,
4872,0,0,"heating, pollution",,
4873,0,0,"fire - consequence, normal operations, mechanical equipment failure, design or procedure error",,
4874,0,0,"fire - consequence, heating",,
4875,0,0,"damage to equipment, normal operations, cold weather",,
4876,0,0,"overheating, fire - consequence, heating",,
4877,0,0,plant / property / equipment,,
4878,0,1,,,
4879,0,0,"high temperature, dyestuffs",,
4880,0,0,"fire - consequence, weld failure, leak, hot surface, gasoline",,
4881,0,0,"high temperature, explosion, damage to equipment, heating",,
4882,0,0,"fire - consequence, hot work, entry into confined space, fire protection equipment",,
4883,0,0,"power tools, safety procedures inadequate",,
4884,0,0,"explosion, damage to equipment",,
4885,0,0,"damage to equipment, product loss, leak , fire - consequence, reactors and reaction equipment, refining, heat exchanger",,
4886,0,0,"separation equipment, incinerator, isolation inadequate",,
4887,0,0,"damage to equipment, plant shutdown, reactors and reaction equipment",,
4888,0,0,"flow meter/control, refining, instrumentation failure, flow rate too low, fire - consequence",,
4889,0,0,"start-up, separation equipment, incinerator, design inadequate",,
4890,0,0,"flow rate too low, separation equipment, commissioning",,
4891,1,2,refining,,
4892,0,0,"fire - consequence, evacuation, processing, heating, toxic residue",,
4893,32,3,"cryogenic equipment, damage to equipment, explosion, injury",,
4894,0,0,"material transfer, damage to equipment, unloading, vapour cloud explosion",,
4895,0,0,"naphtha, hydrogen, heating, modification, furnace tube, fire - consequence, damage to equipment, creep, overheating, design inadequate",,
4896,0,0,"naphtha, hydrogen, heating, shell and tube heat exchanger, rupture, damage to equipment, excessive vibration, metal fatigue, design inadequate",,
4897,0,0,"hydrocarbons, hydrogen, heat transfer, shell and tube heat exchanger, gasket, blowout, fire - consequence, gasket failure, incorrect equipment installed, safety procedures inadequate",,
4898,0,0,"hydrocarbons, sulphur compounds, heating, furnace tube, rupture, fire - consequence, explosion, corrosion, overheating, inspection inadequate",,
4899,0,0,"methane, hydrogen, steam, reaction, furnace tube, rupture, fire - consequence, thermal expansion, stress, embrittlement, maintenance procedure error",,
4900,1,0,"light hydrocarbon, cooling, maintenance, start-up, heat exchanger, crystalliser, seal, fire - consequence, damage to equipment, explosion, seal failure, arcing, safety procedures inadequate, design inadequate",,
4901,-, -,"hydrogen, shell and tube heat exchanger, fire - consequence, flange leak, safety procedures inadequate, maintenance inadequate, spark",,
4902,0,0,"hydrogen, heating, furnace tube, rupture, fire - consequence, overheating, creep, operator error, safety procedures inadequate, flow rate too low",,
4903,0,0,"cooling tower, fire - consequence, damage to equipment, electrical equipment failure, arcing, safety procedures inadequate, weather effects",,
4904,0,0,"water, propylene, start-up, venting, cooler, cooling water system, rupture, fire - consequence, freezing, safety procedures inadequate",,
4905,0,0,"cooling water system, separation, pipe, level meter/control, rupture, water slug, design inadequate, safety procedures inadequate, operation inadequate",,
4906,0,0,"commissioning, cooling water system, non return valve, bursting disc, rupture, damage to equipment, design inadequate, freezing, LPG",,
4907,0,0,"maintenance, heat exchanger, safety relief valve, rupture, safety procedures inadequate",,
4908,0,0,"heat transfer, modification, hydrocarbons, gas / vapour, design inadequate",,
4909,0,0,"propane, start-up, heating, heat exchanger, rupture, overpressurisation, design inadequate, operator error, safety procedures inadequate",,
4910,0,0,"fire - consequence, tube failure, leak",,
4911,0,0,fire - consequence,,
4912,Injured :, Dead :,"damage to equipment, weather effects, damage to equipment",,
4913,0,0,"solids processing, drier, drying oven, fire - consequence, damage to equipment, safety procedures inadequate, high temperature, thermal degradation",,
4914,0,0,"mechanical equipment failure, damage to equipment",,
4915,0,0,"testing, acrolein, collapse",,
4916,0,0,"fire - consequence, leak, damage to equipment",,
4917,1,0,design inadequate,,
4918,0,0,"weld failure, overpressurisation, rupture, storage, gauge glass failure",,
4919,0,0,damage to equipment,,
4920,0,0,"tube failure, low temperature",,
4921,0,0,"tube failure, design inadequate, spill, fire - consequence, heating",,
4922,0,0,"fire - consequence, rupture, damage to equipment",,
4923,0,0,mechanical equipment failure,,
4924,0,0,"spray drier, fire - consequence",,
4925,0,0,,,
4926,0,0,"heat exchanger, faulty instructions",,
